mistake_id	text_id	type	text	attr_weight_language	cause	correction	tokens_id
2768	239	Spelling	bat	Critical	Other	but	17
2769	239	suggestion	is it	Critical	Other	whether it is	37
2769	239	suggestion	is it	Critical	Other	whether it is	38
2770	239	Spelling	fouls	Critical	Other	false	41
2771	239	Discourse	So, we	Major	Other	We	52
2771	239	Discourse	So, we	Major	Other	We	53
2771	239	Discourse	So, we	Major	Other	We	54
2772	239	lex_item_choice	quantity	Major	Other	the number	58
2773	239	Articles	quantity	Critical	Absence_of_Category_in_L1	the number	58
2774	239	Adjectives	more	Major	Other	higher	62
2775	239	Punctuation	,	Minor	Other	NA	63
2776	239	Discourse	one	Major	Other	that	65
2777	239	Prepositions	in	Major	L1_interference	to	70
2778	239	Discourse	one	Critical	Other	population segment – people born in Australia -	77
2779	239	Num_form	cents	Major	L1_interference	cent	83
2780	239	Discourse	70 per cents	Major	Other	70 percent of them	81
2780	239	Discourse	70 per cents	Major	Other	70 percent of them	82
2780	239	Discourse	70 per cents	Major	Other	70 percent of them	83
2781	239	Prepositions	At second	Critical	Other	Second	85
2781	239	Prepositions	At second	Critical	Other	Second	86
2782	239	Discourse	ones	Major	Other	migrants	103
2783	239	Absence_comp_colloc	is	Major	Other	is so	116
2784	239	Discourse	people	Major	Other	about the same number of people	133
2785	239	Spelling	Zoos	Minor	Other	zoos	135
2786	239	Spelling	Libraries	Minor	Other	libraries	137
2787	239	Discourse	quaintly	Major	Other	NA	138
2788	239	lex_item_choice	those who born in Australia,	Major	Other	Astralians by birth	141
2788	239	lex_item_choice	those who born in Australia,	Major	Other	Astralians by birth	142
2788	239	lex_item_choice	those who born in Australia,	Major	Other	Astralians by birth	143
2788	239	lex_item_choice	those who born in Australia,	Major	Other	Astralians by birth	144
2788	239	lex_item_choice	those who born in Australia,	Major	Other	Astralians by birth	145
2788	239	lex_item_choice	those who born in Australia,	Major	Other	Astralians by birth	146
2789	239	Punctuation	,	Minor	L1_interference	NA	146
2790	239	Category_confusion	clearly	Critical	Other	clear	161
2791	239	lex_item_choice	facilities	Major	Other	entertainments	170
2792	239	Verb_pattern	sit	Major	Other	sit down	179
2793	239	Articles	quiet place	Critical	Absence_of_Category_in_L1	a quiet place	184
2793	239	Articles	quiet place	Critical	Absence_of_Category_in_L1	a quiet place	185
2794	239	Word_order	still exist those who prefer to sit with a book in quiet place	Critical	Other	those who prefer to sit down with a book in a quiet place still exist	173
2794	239	Word_order	still exist those who prefer to sit with a book in quiet place	Critical	Other	those who prefer to sit down with a book in a quiet place still exist	174
2794	239	Word_order	still exist those who prefer to sit with a book in quiet place	Critical	Other	those who prefer to sit down with a book in a quiet place still exist	175
2794	239	Word_order	still exist those who prefer to sit with a book in quiet place	Critical	Other	those who prefer to sit down with a book in a quiet place still exist	176
2794	239	Word_order	still exist those who prefer to sit with a book in quiet place	Critical	Other	those who prefer to sit down with a book in a quiet place still exist	177
2794	239	Word_order	still exist those who prefer to sit with a book in quiet place	Critical	Other	those who prefer to sit down with a book in a quiet place still exist	178
2794	239	Word_order	still exist those who prefer to sit with a book in quiet place	Critical	Other	those who prefer to sit down with a book in a quiet place still exist	179
2794	239	Word_order	still exist those who prefer to sit with a book in quiet place	Critical	Other	those who prefer to sit down with a book in a quiet place still exist	180
2794	239	Word_order	still exist those who prefer to sit with a book in quiet place	Critical	Other	those who prefer to sit down with a book in a quiet place still exist	181
2794	239	Word_order	still exist those who prefer to sit with a book in quiet place	Critical	Other	those who prefer to sit down with a book in a quiet place still exist	182
2794	239	Word_order	still exist those who prefer to sit with a book in quiet place	Critical	Other	those who prefer to sit down with a book in a quiet place still exist	183
2794	239	Word_order	still exist those who prefer to sit with a book in quiet place	Critical	Other	those who prefer to sit down with a book in a quiet place still exist	184
2794	239	Word_order	still exist those who prefer to sit with a book in quiet place	Critical	Other	those who prefer to sit down with a book in a quiet place still exist	185
2794	240	Prepositional_verb	result into	Major	Other	result in	47
2794	240	Prepositional_verb	result into	Major	Other	result in	48
2795	240	Voice_choice	was illustrated	Major	Other	is illustrated	144
2795	240	Voice_choice	was illustrated	Major	Other	is illustrated	145
2796	240	lex_item_choice	induces an accent on	Major	Other	stresses	171
2796	240	lex_item_choice	induces an accent on	Major	Other	stresses	172
2796	240	lex_item_choice	induces an accent on	Major	Other	stresses	173
2796	240	lex_item_choice	induces an accent on	Major	Other	stresses	174
2797	240	Art_choice	importance	Critical	Absence_of_Category_in_L1	the importance	175
2798	240	note	He provides several examples that do not correspond to his definition but are examples of polysemy.	Critical	Other	unclear	261
2798	240	note	He provides several examples that do not correspond to his definition but are examples of polysemy.	Critical	Other	unclear	262
2798	240	note	He provides several examples that do not correspond to his definition but are examples of polysemy.	Critical	Other	unclear	263
2798	240	note	He provides several examples that do not correspond to his definition but are examples of polysemy.	Critical	Other	unclear	264
2798	240	note	He provides several examples that do not correspond to his definition but are examples of polysemy.	Critical	Other	unclear	265
2798	240	note	He provides several examples that do not correspond to his definition but are examples of polysemy.	Critical	Other	unclear	266
2798	240	note	He provides several examples that do not correspond to his definition but are examples of polysemy.	Critical	Other	unclear	267
2798	240	note	He provides several examples that do not correspond to his definition but are examples of polysemy.	Critical	Other	unclear	268
2798	240	note	He provides several examples that do not correspond to his definition but are examples of polysemy.	Critical	Other	unclear	269
2798	240	note	He provides several examples that do not correspond to his definition but are examples of polysemy.	Critical	Other	unclear	270
2798	240	note	He provides several examples that do not correspond to his definition but are examples of polysemy.	Critical	Other	unclear	271
2798	240	note	He provides several examples that do not correspond to his definition but are examples of polysemy.	Critical	Other	unclear	272
2798	240	note	He provides several examples that do not correspond to his definition but are examples of polysemy.	Critical	Other	unclear	273
2798	240	note	He provides several examples that do not correspond to his definition but are examples of polysemy.	Critical	Other	unclear	274
2798	240	note	He provides several examples that do not correspond to his definition but are examples of polysemy.	Critical	Other	unclear	275
2798	240	note	He provides several examples that do not correspond to his definition but are examples of polysemy.	Critical	Other	unclear	276
2798	240	note	He provides several examples that do not correspond to his definition but are examples of polysemy.	Critical	Other	unclear	277
2799	240	note	the ambiguity	Major	Other	their unrelatedness	495
2799	240	note	the ambiguity	Major	Other	their unrelatedness	496
2799	241	lex_item_choice	class	Major	L1_interference	grade	11
2800	241	Formational_affixes	Ski	Major	Other	Skiing	24
2801	241	Formational_affixes	ski	Major	Other	skiing	39
2802	241	Articles	ski course	Critical	Absence_of_Category_in_L1	the skiing course	39
2802	241	Articles	ski course	Critical	Absence_of_Category_in_L1	the skiing course	40
2803	241	Voice_choice	transformed	Major	Other	was transformed	42
2804	241	lex_item_choice	was showing	Major	Other	made	54
2804	241	lex_item_choice	was showing	Major	Other	made	55
2805	241	Discourse	Tennis	Minor	Other	My tennis	101
2806	241	Pronouns	me	Minor	Other	my	106
2807	241	Tense_choice	would result	Major	Other	would have resulted	129
2807	241	Tense_choice	would result	Major	Other	would have resulted	130
2808	241	Tense_choice	have	Major	Other	have had	147
2809	241	Discourse	tennis career	Major	Other	a career of a tennis player	199
2809	241	Discourse	tennis career	Major	Other	a career of a tennis player	200
2810	241	Articles	career	Critical	Absence_of_Category_in_L1	a career	200
2811	241	Discourse	But	Major	Other	Besides,	197
2812	241	Tense_choice	would open	Major	Other	would have opened	201
2812	241	Tense_choice	would open	Major	Other	would have opened	202
2813	241	Tense_choice	would have developed	Major	Other	had developed	223
2813	241	Tense_choice	would have developed	Major	Other	had developed	224
2813	241	Tense_choice	would have developed	Major	Other	had developed	225
2814	241	Tense_choice	won't happen	Major	Other	didn't happen	236
2814	241	Tense_choice	won't happen	Major	Other	didn't happen	237
2814	241	Tense_choice	won't happen	Major	Other	didn't happen	238
2815	241	Tense_choice	have acquired	Major	Other	acquire	261
2815	241	Tense_choice	have acquired	Major	Other	acquire	262
2816	241	Formational_affixes	mid-ages	Major	Other	middle-age	277
2817	241	Adverbs	good	Major	Other	well	304
2818	241	lex_item_choice	right	Major	Other	properly	310
2819	241	Punctuation	when	Minor	Other	, when	281
2820	241	lex_item_choice	move	Major	Other	turn	326
2821	241	Prepositions	to	Major	Other	into	335
2822	241	Lack_par_constr	hobby	Minor	Other	tennis as a hobby	336
2823	241	Discourse	had	Minor	Other	already had	372
2824	241	Articles	tennis career	Critical	Absence_of_Category_in_L1	the tennis career	408
2824	241	Articles	tennis career	Critical	Absence_of_Category_in_L1	the tennis career	409
2825	241	suggestion	and with	Major	Other	, where they were taught	432
2825	241	suggestion	and with	Major	Other	, where they were taught	433
2826	241	Prepositional_verb	of	Major	Other	from	415
2827	241	lex_item_choice	other	Major	Other	academic	437
2828	241	Discourse	hadn't	Minor	Other	had	446
2828	241	Discourse	hadn't	Minor	Other	had	447
2829	241	lex_item_choice	switched	Major	Other	changed	457
2830	241	suggestion	that I didn't follow	Major	Other	not following	467
2830	241	suggestion	that I didn't follow	Major	Other	not following	468
2830	241	suggestion	that I didn't follow	Major	Other	not following	469
2830	241	suggestion	that I didn't follow	Major	Other	not following	470
2830	241	suggestion	that I didn't follow	Major	Other	not following	471
2831	241	Articles	sport career	Critical	Absence_of_Category_in_L1	a sport career	472
2831	241	Articles	sport career	Critical	Absence_of_Category_in_L1	a sport career	473
2832	241	Discourse	have now	Major	Other	have now achieved	482
2832	241	Discourse	have now	Major	Other	have now achieved	483
2833	241	Discourse	my	Minor	Other	NA	492
2834	241	Discourse	skills	Major	Other	sufficient skills	500
2835	241	Tense_choice	proved	Major	Other	has proved	521
2836	241	lex_item_choice	equal	Major	Other	others	541
2837	241	Relative_clause	if	Major	Other	whether	562
2838	241	Tense	would have chosen	Major	Other	had chosen	572
2838	241	Tense	would have chosen	Major	Other	had chosen	573
2838	241	Tense	would have chosen	Major	Other	had chosen	574
2839	241	Number	options	Minor	Other	option	576
2840	241	Trans_prep	transformed to	Major	Other	was transformed into	42
2840	241	Trans_prep	transformed to	Major	Other	was transformed into	43
2840	242	Tense	k	Major	NA	s	NA
2841	242	suggestion	'	NA	NA	NA	47
2842	242	Voice_form	s	NA	NA	NA	NA
2843	242	suggestion	n	NA	NA	areas	NA
2844	242	suggestion	are	NA	NA	in	49
2845	242	suggestion	e	NA	NA	way	NA
2846	242	suggestion	s	NA	NA	to be	NA
2847	242	lex_part_choice	multistoried houses	NA	NA	NA	88
2847	242	lex_part_choice	multistoried houses	NA	NA	NA	89
2848	242	Art_choice	the	Minor	NA	NA	159
2849	242	Word_choice	combination	NA	NA	fitting	NA
2850	242	Punctuation	x	NA	NA	,	NA
2851	242	Prepositions	for	NA	NA	to	183
2852	242	Word_choice	correspond to	NA	NA	blend with	192
2852	242	Word_choice	correspond to	NA	NA	blend with	193
2853	242	Tense	would	NA	NA	had	217
2854	242	suggestion	t	NA	NA	rather	NA
2855	242	Word_choice	proved	NA	NA	justified	231
2856	242	Art_choice	a	NA	Absence_of_Category_in_L1	lemma = 'have'	NA
2857	242	suggestion	of the dilemma	NA	NA	to tho choice	279
2857	242	suggestion	of the dilemma	NA	NA	to tho choice	280
2857	242	suggestion	of the dilemma	NA	NA	to tho choice	281
2857	243	note	Influence of differences	NA	NA	what differences?	2
2857	243	note	Influence of differences	NA	NA	what differences?	3
2857	243	note	Influence of differences	NA	NA	what differences?	4
2858	243	Word_choice	difference in gender cognitive abilities	NA	NA	gender difference	15
2858	243	Word_choice	difference in gender cognitive abilities	NA	NA	gender difference	16
2858	243	Word_choice	difference in gender cognitive abilities	NA	NA	gender difference	17
2858	243	Word_choice	difference in gender cognitive abilities	NA	NA	gender difference	18
2858	243	Word_choice	difference in gender cognitive abilities	NA	NA	gender difference	19
2859	243	Art_form	distribution	NA	NA	the	21
2860	243	Abs_comp_clause	of	NA	NA	of cognitive abilities	22
2861	243	Prepositions	participantsprivate	NA	NA	participants from private	76
2862	243	Spelling	Gender	NA	NA	gender	91
2863	243	Punctuation	abilities	NA	NA	abilities,	95
2864	243	Lack_par_constr	and	NA	NA	in	NA
2865	243	Conjunctions	central	NA	NA	and	103
2866	243	Pronouns	there	NA	NA	these	114
2867	243	Word_choice	in the case	Major	NA	NA	47
2867	243	Word_choice	in the case	Major	NA	NA	48
2867	243	Word_choice	in the case	Major	NA	NA	49
2868	243	Spelling	participantsprivate	NA	NA	participants from private	76
2868	244	Pronouns	It's	Major	Other	Its	68
2868	244	Pronouns	It's	Major	Other	Its	69
2869	244	Possessive	It's	Major	Other	NA	68
2869	244	Possessive	It's	Major	Other	NA	69
2870	244	Tense_choice	appeared	Critical	Other	appears	72
2871	244	Discourse	to be the possibility of description	Critical	Other	describing	73
2871	244	Discourse	to be the possibility of description	Critical	Other	describing	74
2871	244	Discourse	to be the possibility of description	Critical	Other	describing	75
2871	244	Discourse	to be the possibility of description	Critical	Other	describing	76
2871	244	Discourse	to be the possibility of description	Critical	Other	describing	77
2871	244	Discourse	to be the possibility of description	Critical	Other	describing	78
2871	246	Word_order	extincted animals and plants	Minor	NA	animals and plants extinctions	33
2871	246	Word_order	extincted animals and plants	Minor	NA	animals and plants extinctions	34
2871	246	Word_order	extincted animals and plants	Minor	NA	animals and plants extinctions	35
2871	246	Word_order	extincted animals and plants	Minor	NA	animals and plants extinctions	36
2872	246	Tense_choice	have increased	Major	NA	increase	40
2872	246	Tense_choice	have increased	Major	NA	increase	41
2873	246	Prepositions	in	Major	NA	NA	42
2874	246	lex_part_choice	five times	Major	NA	fivefold	45
2875	246	Word_order	2000 with around 5,000 the number of extinctions	NA	NA	around 5,000 extinctions per million species in the year 2000 the number	57
2875	246	Word_order	2000 with around 5,000 the number of extinctions	NA	NA	around 5,000 extinctions per million species in the year 2000 the number	58
2875	246	Word_order	2000 with around 5,000 the number of extinctions	NA	NA	around 5,000 extinctions per million species in the year 2000 the number	59
2875	246	Word_order	2000 with around 5,000 the number of extinctions	NA	NA	around 5,000 extinctions per million species in the year 2000 the number	60
2875	246	Word_order	2000 with around 5,000 the number of extinctions	NA	NA	around 5,000 extinctions per million species in the year 2000 the number	61
2875	246	Word_order	2000 with around 5,000 the number of extinctions	NA	NA	around 5,000 extinctions per million species in the year 2000 the number	62
2875	246	Word_order	2000 with around 5,000 the number of extinctions	NA	NA	around 5,000 extinctions per million species in the year 2000 the number	63
2875	246	Word_order	2000 with around 5,000 the number of extinctions	NA	NA	around 5,000 extinctions per million species in the year 2000 the number	64
2876	246	Standard	gradually rising	Minor	L1_interference	rising gradually	67
2876	246	Standard	gradually rising	Minor	L1_interference	rising gradually	68
2877	246	lex_item_choice	flow	Minor	NA	fall	85
2878	246	Word_order	having reached	NA	NA	, when it is supposed to reach	88
2878	246	Word_order	having reached	NA	NA	, when it is supposed to reach	89
2879	246	Word_choice	humans	Minor	NA	human beings	120
2880	246	Discourse	enormous number of	Minor	NA	serious	124
2880	246	Discourse	enormous number of	Minor	NA	serious	125
2880	246	Discourse	enormous number of	Minor	NA	serious	126
2881	246	Discourse	threats	Minor	NA	threat	127
2882	246	Discourse	having a	Minor	NA	coming from	128
2882	246	Discourse	having a	Minor	NA	coming from	129
2883	246	Discourse	are made in	Minor	NA	is farming, namely	132
2883	246	Discourse	are made in	Minor	NA	is farming, namely	133
2883	246	Discourse	are made in	Minor	NA	is farming, namely	134
2884	246	Articles	the	Major	Absence_of_Category_in_L1	NA	154
2885	246	lex_item_choice	life	Minor	NA	survival	156
2886	246	suggestion	with 7 percent made	Minor	NA	of which 7 percent are caused	164
2886	246	suggestion	with 7 percent made	Minor	NA	of which 7 percent are caused	165
2886	246	suggestion	with 7 percent made	Minor	NA	of which 7 percent are caused	166
2886	246	suggestion	with 7 percent made	Minor	NA	of which 7 percent are caused	167
2886	247	Discourse	percentage	NA	NA	NA	101
2887	247	Spelling	appearence	Minor	Other	appearance	45
2888	247	Num_form	per cents	Major	L1_interference	per cent	61
2888	247	Num_form	per cents	Major	L1_interference	per cent	62
2889	247	Inappropriate_register	youngsters	Minor	Other	NA	66
2890	247	lex_item_choice	risingly	Major	Other	increasingly	93
2891	247	Formational_affixes	overweighted	Major	Other	overweight	99
2892	247	Num_form	per cents	Major	L1_interference	per cent	105
2892	247	Num_form	per cents	Major	L1_interference	per cent	106
2893	247	Conjunctions	so	Major	Other	as	235
2894	247	lex_item_choice	reveals itself	Major	Other	covers	237
2894	247	lex_item_choice	reveals itself	Major	Other	covers	238
2895	247	Word_order	only for 40-49 and 60-69 age groups as about 7 percents	Critical	L1_interference	about 7 per cent among 40—49 and 60—69 age groups	239
2895	247	Word_order	only for 40-49 and 60-69 age groups as about 7 percents	Critical	L1_interference	about 7 per cent among 40—49 and 60—69 age groups	240
2895	247	Word_order	only for 40-49 and 60-69 age groups as about 7 percents	Critical	L1_interference	about 7 per cent among 40—49 and 60—69 age groups	241
2895	247	Word_order	only for 40-49 and 60-69 age groups as about 7 percents	Critical	L1_interference	about 7 per cent among 40—49 and 60—69 age groups	242
2895	247	Word_order	only for 40-49 and 60-69 age groups as about 7 percents	Critical	L1_interference	about 7 per cent among 40—49 and 60—69 age groups	243
2895	247	Word_order	only for 40-49 and 60-69 age groups as about 7 percents	Critical	L1_interference	about 7 per cent among 40—49 and 60—69 age groups	244
2895	247	Word_order	only for 40-49 and 60-69 age groups as about 7 percents	Critical	L1_interference	about 7 per cent among 40—49 and 60—69 age groups	245
2895	247	Word_order	only for 40-49 and 60-69 age groups as about 7 percents	Critical	L1_interference	about 7 per cent among 40—49 and 60—69 age groups	246
2895	247	Word_order	only for 40-49 and 60-69 age groups as about 7 percents	Critical	L1_interference	about 7 per cent among 40—49 and 60—69 age groups	247
2895	247	Word_order	only for 40-49 and 60-69 age groups as about 7 percents	Critical	L1_interference	about 7 per cent among 40—49 and 60—69 age groups	248
2895	247	Word_order	only for 40-49 and 60-69 age groups as about 7 percents	Critical	L1_interference	about 7 per cent among 40—49 and 60—69 age groups	249
2896	247	Word_order	for 50-59-aged inhabitants as 10 per cents	Critical	L1_interference	10 per cent among 50—59 inhabitants	251
2896	247	Word_order	for 50-59-aged inhabitants as 10 per cents	Critical	L1_interference	10 per cent among 50—59 inhabitants	252
2896	247	Word_order	for 50-59-aged inhabitants as 10 per cents	Critical	L1_interference	10 per cent among 50—59 inhabitants	253
2896	247	Word_order	for 50-59-aged inhabitants as 10 per cents	Critical	L1_interference	10 per cent among 50—59 inhabitants	254
2896	247	Word_order	for 50-59-aged inhabitants as 10 per cents	Critical	L1_interference	10 per cent among 50—59 inhabitants	255
2896	247	Word_order	for 50-59-aged inhabitants as 10 per cents	Critical	L1_interference	10 per cent among 50—59 inhabitants	256
2896	247	Word_order	for 50-59-aged inhabitants as 10 per cents	Critical	L1_interference	10 per cent among 50—59 inhabitants	257
2897	247	Num_form	per cents	Major	L1_interference	per cent	256
2897	247	Num_form	per cents	Major	L1_interference	per cent	257
2898	247	Num_form	percents	Major	L1_interference	per cent	249
2899	247	Spelling	percents	Minor	Other	per cent	249
2899	248	lex_item_choice	amount	Major	Other	number	163
2900	248	lex_item_choice	accompanied by	Major	Other	results in	167
2900	248	lex_item_choice	accompanied by	Major	Other	results in	168
2901	248	Articles	nature	Critical	Absence_of_Category_in_L1	the	194
2902	248	Articles	amount	Critical	Absence_of_Category_in_L1	the	336
2903	248	lex_item_choice	amount	Major	Other	number	336
2904	248	lex_item_choice	invented	Critical	Other	worked out	358
2905	248	Verb_pattern	using	Critical	L1_interference	use	408
2906	248	Articles	Underground	Critical	Absence_of_Category_in_L1	the Underground	415
2907	248	Discourse	even	Major	Other	NA	247
2908	248	Formational_affixes	Friday's	Major	L1_interference	Friday	266
2908	248	Formational_affixes	Friday's	Major	L1_interference	Friday	267
2909	248	Discourse	reach	Major	Other	end up reaching	270
2910	248	Number	smashes	Critical	Other	smash	311
2910	249	Prepositions	of	Critical	Other	NA	5
2911	249	Prepositions	to	Major	NA	at	25
2912	249	Verb_pattern	create	Major	Other	creating	26
2913	249	Voice	was	Critical	Other	NA	81
2914	249	Nouns	analyses	Major	Other	analys, Sg/Pl confusion	129
2915	249	Tense_choice	were	Critical	L1_interference	is	130
2916	249	Prepositions	by	Major	L1_interference	on	132
2917	249	Discourse	speakers	NA	NA	Russian speakers	134
2917	250	lex_item_choice	mentioned	Minor	NA	called	62
2918	250	Absence_comp_sent	the sense	Major	NA	dividing the sense meaning	75
2918	250	Absence_comp_sent	the sense	Major	NA	dividing the sense meaning	76
2919	250	Art_choice	the	Major	Absence_of_Category_in_L1	NA	78
2920	250	Conjunctions	both	Major	Other	either	278
2921	250	Conjunctions	and	Major	Other	or	293
2922	250	Inappropriate_register	basic definitions	Minor	Other	semantic primitives	295
2922	250	Inappropriate_register	basic definitions	Minor	Other	semantic primitives	296
2923	250	Verbs	have	Major	Other	can take	381
2924	250	Modals	have	Minor	Other	can take	381
2925	250	Incoherent_tenses	d	Minor	NA	by default	NA
2926	250	lex_item_choice	years	Major	NA	decades	489
2927	250	Prepositions	contribution	Critical	L1_interference	contribution to	521
2927	251	Absence_comp_sent	T	Minor	NA	After a short period of popularity, t	NA
2928	251	Tense_choice	has been	Major	Other	was	153
2928	251	Tense_choice	has been	Major	Other	was	154
2929	251	Incoherent_intro_unit	For theoretical reasons	Major	Other	Theroretically	194
2929	251	Incoherent_intro_unit	For theoretical reasons	Major	Other	Theroretically	195
2929	251	Incoherent_intro_unit	For theoretical reasons	Major	Other	Theroretically	196
2930	251	Incoherent_tenses	is	Minor	NA	has several	199
2931	251	lex_item_choice	crucial	Minor	NA	flaws	203
2932	251	Incoherent_tenses	it means	Minor	NA	its meaning is	338
2932	251	Incoherent_tenses	it means	Minor	NA	its meaning is	339
2933	251	Word_choice	literally	Minor	Other	neutrally	347
2934	251	Adverbs	to the	Major	Other	via	501
2934	251	Adverbs	to the	Major	Other	via	502
2935	251	Verb_object_inf	enables to encode	Major	Other	enable one to encode	496
2935	251	Verb_object_inf	enables to encode	Major	Other	enable one to encode	497
2935	251	Verb_object_inf	enables to encode	Major	Other	enable one to encode	498
2935	252	Abs_comp_clause	to  with	NA	NA	to share rent with	25
2935	252	Abs_comp_clause	to  with	NA	NA	to share rent with	26
2936	252	lex_item_choice	ancient	NA	NA	old/vintage/of great antiquity	45
2937	252	Absence_explanation	was	NA	NA	there was	51
2938	252	Art_choice	the	NA	NA	NA	72
2939	252	Art_form	NA	NA	NA	a	NA
2940	252	Incoherent_pron	he	NA	NA	(s)he	131
2941	252	Art_form	Sunday morning	NA	NA	a Sunday morning	189
2942	252	Absence_explanation	that	NA	NA	it is quite evident that	201
2943	252	Punctuation	mode	NA	NA	mode,	208
2944	252	Tense_form	prevent	NA	NA	prevents	211
2945	252	Word_choice	unhappy	NA	NA	often/sometimes unhappy	232
2946	252	Punctuation	a	NA	NA	,	NA
2947	252	Art_choice	the	NA	NA	a	247
2948	252	Tense_form	have	NA	NA	has	249
2949	252	Tense_form	have	NA	NA	has	254
2950	252	lex_item_choice	wears	NA	NA	dresses	273
2951	252	Coherence	at the same time	NA	NA	along with that	292
2951	252	Coherence	at the same time	NA	NA	along with that	293
2951	252	Coherence	at the same time	NA	NA	along with that	294
2951	252	Coherence	at the same time	NA	NA	along with that	295
2952	252	lex_item_choice	goes	NA	NA	stems	309
2953	252	lex_item_choice	free	NA	NA	open	319
2954	252	Conjunctions	and	NA	NA	or	339
2955	252	Superlative_adj	better	NA	NA	the best	354
2956	252	Nouns	something	NA	NA	anything	136
2957	252	Spelling	loose	NA	NA	lose/loosen	375
2958	252	Prepositions	Sunday morning	Major	NA	on a Sunday morning	189
2959	252	Inappropriate_register	For example, one of my acquaintances always sleeps seven hours per day	NA	NA	NA	149
2959	252	Inappropriate_register	For example, one of my acquaintances always sleeps seven hours per day	NA	NA	NA	150
2959	252	Inappropriate_register	For example, one of my acquaintances always sleeps seven hours per day	NA	NA	NA	151
2959	252	Inappropriate_register	For example, one of my acquaintances always sleeps seven hours per day	NA	NA	NA	152
2959	252	Inappropriate_register	For example, one of my acquaintances always sleeps seven hours per day	NA	NA	NA	153
2959	252	Inappropriate_register	For example, one of my acquaintances always sleeps seven hours per day	NA	NA	NA	154
2959	252	Inappropriate_register	For example, one of my acquaintances always sleeps seven hours per day	NA	NA	NA	155
2959	252	Inappropriate_register	For example, one of my acquaintances always sleeps seven hours per day	NA	NA	NA	156
2959	252	Inappropriate_register	For example, one of my acquaintances always sleeps seven hours per day	NA	NA	NA	157
2959	252	Inappropriate_register	For example, one of my acquaintances always sleeps seven hours per day	NA	NA	NA	158
2959	252	Inappropriate_register	For example, one of my acquaintances always sleeps seven hours per day	NA	NA	NA	159
2959	252	Inappropriate_register	For example, one of my acquaintances always sleeps seven hours per day	NA	NA	NA	160
2960	252	Word_choice	not like	NA	NA	dislike	70
2960	252	Word_choice	not like	NA	NA	dislike	71
2961	252	suggestion	himself	NA	NA	NA	180
2962	252	Number	t	NA	NA	NA	NA
2962	253	Absence_comp_sent	charts	NA	NA	chart and the graph	2
2963	253	Dangling_ref	below	NA	NA	given in the task	3
2964	253	Art_choice	current	Minor	Absence_of_Category_in_L1	NA	14
2965	253	Inappropriate_register	with the diagrams	NA	NA	NA	30
2965	253	Inappropriate_register	with the diagrams	NA	NA	NA	31
2965	253	Inappropriate_register	with the diagrams	NA	NA	NA	32
2966	253	Absence_comp_sent	growing	NA	NA	growing and is predicted to grow further	46
2967	253	Tense_form	is a	Minor	NA	are	50
2967	253	Tense_form	is a	Minor	NA	are	51
2968	253	Art_choice	the	Minor	Absence_of_Category_in_L1	NA	57
2969	253	Absence_comp_sent	reach	NA	NA	is going to reach	83
2970	253	Lack_of_ref_device	runs	NA	NA	is supposed to run	95
2971	253	Lack_of_ref_device	50000	NA	NA	50,000 per million species	98
2972	253	Seq_of_tenses	still	Minor	NA	will still	114
2973	253	Lack_of_ref_device	any natural disaster is also possible	NA	NA	natural factors such as natural disasters is also reflected in the chart	163
2973	253	Lack_of_ref_device	any natural disaster is also possible	NA	NA	natural factors such as natural disasters is also reflected in the chart	164
2973	253	Lack_of_ref_device	any natural disaster is also possible	NA	NA	natural factors such as natural disasters is also reflected in the chart	165
2973	253	Lack_of_ref_device	any natural disaster is also possible	NA	NA	natural factors such as natural disasters is also reflected in the chart	166
2973	253	Lack_of_ref_device	any natural disaster is also possible	NA	NA	natural factors such as natural disasters is also reflected in the chart	167
2973	253	Lack_of_ref_device	any natural disaster is also possible	NA	NA	natural factors such as natural disasters is also reflected in the chart	168
2973	254	Discourse	project	Major	Other	objective of the course project	11
2973	255	note	native speakers	NA	NA	of what language?	11
2973	255	note	native speakers	NA	NA	of what language?	12
2974	255	note	poorly researched by linguists	NA	NA	a very bold statement	14
2974	255	note	poorly researched by linguists	NA	NA	a very bold statement	15
2974	255	note	poorly researched by linguists	NA	NA	a very bold statement	16
2974	255	note	poorly researched by linguists	NA	NA	a very bold statement	17
2975	255	Adjectives	r	Major	Absence_of_Category_in_L1	other R	NA
2976	255	Number	are	Critical	Other	is	26
2977	255	note	proposition	NA	NA	description? opinion?	29
2978	255	Word_choice	proposition	Minor	Other	NA	29
2979	255	Pronouns	such	Minor	Other	this	46
2980	255	Pronouns	s	Minor	Other	that	NA
2981	255	note	its	NA	NA	whose?	64
2982	255	Discourse	construction	Minor	Other	NA	69
2983	255	Number	consider	Critical	Other	considers	84
2984	255	Conjunctions	there	Major	Other	whether	86
2985	255	Spelling	deagentiv	Minor	Other	deagentive	94
2985	256	Art_choice	b	Critical	Absence_of_Category_in_L1	a	NA
2986	256	Art_choice	b	Critical	Absence_of_Category_in_L1	a	NA
2987	256	Word_order	is there	Critical	Other	there is	309
2987	256	Word_order	is there	Critical	Other	there is	310
2988	256	Lack_of_connective	i	Major	Other	if, for example	NA
2989	256	Formational_affixes	cy	Major	Other	teness	NA
2990	256	Incoherent_pron	it	Minor	NA	CA	356
2991	256	Incoherent_tenses	be	Minor	NA	be faced with	358
2992	256	Voice_choice	describe	Major	Other	be described	383
